instance,flips,success
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,76,True
ruf20-91-102.cnf,236,True
ruf20-91-102.cnf,25,True
ruf20-91-102.cnf,61,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,247,True
ruf20-91-102.cnf,117,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,168,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,83,True
ruf20-91-102.cnf,50,True
ruf20-91-102.cnf,59,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,228,True
ruf20-91-102.cnf,108,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,6,True
ruf20-91-102.cnf,7,True
ruf20-91-102.cnf,123,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,71,True
ruf20-91-102.cnf,55,True
ruf20-91-102.cnf,112,True
ruf20-91-102.cnf,51,True
ruf20-91-102.cnf,97,True
ruf20-91-102.cnf,224,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,89,True
ruf20-91-102.cnf,5,True
ruf20-91-102.cnf,205,True
ruf20-91-102.cnf,165,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,81,True
ruf20-91-102.cnf,90,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,187,True
ruf20-91-102.cnf,118,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,88,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,46,True
ruf20-91-102.cnf,112,True
ruf20-91-102.cnf,66,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,46,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,58,True
ruf20-91-102.cnf,140,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,91,True
ruf20-91-102.cnf,101,True
ruf20-91-102.cnf,161,True
ruf20-91-102.cnf,110,True
ruf20-91-102.cnf,97,True
ruf20-91-102.cnf,208,True
ruf20-91-102.cnf,77,True
ruf20-91-102.cnf,162,True
ruf20-91-102.cnf,106,True
ruf20-91-102.cnf,120,True
ruf20-91-102.cnf,65,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,198,True
ruf20-91-102.cnf,47,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,76,True
ruf20-91-102.cnf,299,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,73,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,90,True
ruf20-91-102.cnf,53,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,127,True
ruf20-91-102.cnf,246,True
ruf20-91-102.cnf,63,True
ruf20-91-102.cnf,129,True
ruf20-91-102.cnf,8,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,55,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,65,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,75,True
ruf20-91-102.cnf,169,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,111,True
ruf20-91-102.cnf,356,True
ruf20-91-102.cnf,121,True
ruf20-91-102.cnf,79,True
ruf20-91-102.cnf,223,True
ruf20-91-102.cnf,73,True
ruf20-91-102.cnf,154,True
ruf20-91-102.cnf,55,True
ruf20-91-102.cnf,3,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,164,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,70,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,160,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,145,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,24,True
ruf20-91-102.cnf,3,True
ruf20-91-102.cnf,46,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,59,True
ruf20-91-102.cnf,48,True
ruf20-91-102.cnf,8,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,132,True
ruf20-91-102.cnf,174,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,128,True
ruf20-91-102.cnf,101,True
ruf20-91-102.cnf,92,True
ruf20-91-102.cnf,118,True
ruf20-91-102.cnf,103,True
ruf20-91-102.cnf,59,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,224,True
ruf20-91-102.cnf,95,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,179,True
ruf20-91-102.cnf,141,True
ruf20-91-102.cnf,399,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,52,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,49,True
ruf20-91-102.cnf,26,True
ruf20-91-102.cnf,235,True
ruf20-91-102.cnf,30,True
ruf20-91-102.cnf,138,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,24,True
ruf20-91-102.cnf,120,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,82,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,63,True
ruf20-91-102.cnf,111,True
ruf20-91-102.cnf,149,True
ruf20-91-102.cnf,99,True
ruf20-91-102.cnf,262,True
ruf20-91-102.cnf,175,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,79,True
ruf20-91-102.cnf,151,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,73,True
ruf20-91-102.cnf,55,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,26,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,26,True
ruf20-91-102.cnf,109,True
ruf20-91-102.cnf,61,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,157,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,157,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,225,True
ruf20-91-102.cnf,66,True
ruf20-91-102.cnf,53,True
ruf20-91-102.cnf,113,True
ruf20-91-102.cnf,81,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,37,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,55,True
ruf20-91-102.cnf,62,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,42,True
ruf20-91-102.cnf,75,True
ruf20-91-102.cnf,130,True
ruf20-91-102.cnf,75,True
ruf20-91-102.cnf,42,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,122,True
ruf20-91-102.cnf,98,True
ruf20-91-102.cnf,128,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,117,True
ruf20-91-102.cnf,55,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,69,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,128,True
ruf20-91-102.cnf,102,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,114,True
ruf20-91-102.cnf,138,True
ruf20-91-102.cnf,123,True
ruf20-91-102.cnf,139,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,66,True
ruf20-91-102.cnf,247,True
ruf20-91-102.cnf,119,True
ruf20-91-102.cnf,105,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,150,True
ruf20-91-102.cnf,159,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,65,True
ruf20-91-102.cnf,69,True
ruf20-91-102.cnf,140,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,29,True
ruf20-91-102.cnf,87,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,71,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,60,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,70,True
ruf20-91-102.cnf,22,True
ruf20-91-102.cnf,76,True
ruf20-91-102.cnf,86,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,100,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,44,True
ruf20-91-102.cnf,91,True
ruf20-91-102.cnf,51,True
ruf20-91-102.cnf,37,True
ruf20-91-102.cnf,76,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,78,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,105,True
ruf20-91-102.cnf,316,True
ruf20-91-102.cnf,104,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,180,True
ruf20-91-102.cnf,69,True
ruf20-91-102.cnf,54,True
ruf20-91-102.cnf,99,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,85,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,71,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,47,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,37,True
ruf20-91-102.cnf,121,True
ruf20-91-102.cnf,72,True
ruf20-91-102.cnf,226,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,111,True
ruf20-91-102.cnf,168,True
ruf20-91-102.cnf,93,True
ruf20-91-102.cnf,52,True
ruf20-91-102.cnf,30,True
ruf20-91-102.cnf,89,True
ruf20-91-102.cnf,97,True
ruf20-91-102.cnf,42,True
ruf20-91-102.cnf,315,True
ruf20-91-102.cnf,60,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,66,True
ruf20-91-102.cnf,67,True
ruf20-91-102.cnf,242,True
ruf20-91-102.cnf,39,True
ruf20-91-102.cnf,383,True
ruf20-91-102.cnf,29,True
ruf20-91-102.cnf,143,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,86,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,50,True
ruf20-91-102.cnf,255,True
ruf20-91-102.cnf,22,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,39,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,91,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,29,True
ruf20-91-102.cnf,38,True
ruf20-91-102.cnf,64,True
ruf20-91-102.cnf,209,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,49,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,108,True
ruf20-91-102.cnf,49,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,139,True
ruf20-91-102.cnf,69,True
ruf20-91-102.cnf,95,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,111,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,120,True
ruf20-91-102.cnf,132,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,150,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,83,True
ruf20-91-102.cnf,114,True
ruf20-91-102.cnf,75,True
ruf20-91-102.cnf,125,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,105,True
ruf20-91-102.cnf,39,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,122,True
ruf20-91-102.cnf,281,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,37,True
ruf20-91-102.cnf,37,True
ruf20-91-102.cnf,115,True
ruf20-91-102.cnf,153,True
ruf20-91-102.cnf,90,True
ruf20-91-102.cnf,37,True
ruf20-91-102.cnf,50,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,63,True
ruf20-91-102.cnf,123,True
ruf20-91-102.cnf,6,True
ruf20-91-102.cnf,172,True
ruf20-91-102.cnf,54,True
ruf20-91-102.cnf,7,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,196,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,73,True
ruf20-91-102.cnf,100,True
ruf20-91-102.cnf,122,True
ruf20-91-102.cnf,109,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,30,True
ruf20-91-102.cnf,65,True
ruf20-91-102.cnf,22,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,63,True
ruf20-91-102.cnf,210,True
ruf20-91-102.cnf,6,True
ruf20-91-102.cnf,128,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,153,True
ruf20-91-102.cnf,189,True
ruf20-91-102.cnf,120,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,59,True
ruf20-91-102.cnf,151,True
ruf20-91-102.cnf,79,True
ruf20-91-102.cnf,48,True
ruf20-91-102.cnf,175,True
ruf20-91-102.cnf,105,True
ruf20-91-102.cnf,59,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,48,True
ruf20-91-102.cnf,47,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,99,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,83,True
ruf20-91-102.cnf,91,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,79,True
ruf20-91-102.cnf,118,True
ruf20-91-102.cnf,46,True
ruf20-91-102.cnf,118,True
ruf20-91-102.cnf,29,True
ruf20-91-102.cnf,256,True
ruf20-91-102.cnf,178,True
ruf20-91-102.cnf,134,True
ruf20-91-102.cnf,137,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,143,True
ruf20-91-102.cnf,99,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,26,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,38,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,131,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,180,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,168,True
ruf20-91-102.cnf,85,True
ruf20-91-102.cnf,6,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,120,True
ruf20-91-102.cnf,162,True
ruf20-91-102.cnf,222,True
ruf20-91-102.cnf,93,True
ruf20-91-102.cnf,71,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,47,True
ruf20-91-102.cnf,125,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,52,True
ruf20-91-102.cnf,166,True
ruf20-91-102.cnf,85,True
ruf20-91-102.cnf,130,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,61,True
ruf20-91-102.cnf,141,True
ruf20-91-102.cnf,121,True
ruf20-91-102.cnf,39,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,186,True
ruf20-91-102.cnf,8,True
ruf20-91-102.cnf,75,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,96,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,313,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,14,True
ruf20-91-102.cnf,128,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,177,True
ruf20-91-102.cnf,273,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,227,True
ruf20-91-102.cnf,67,True
ruf20-91-102.cnf,38,True
ruf20-91-102.cnf,62,True
ruf20-91-102.cnf,109,True
ruf20-91-102.cnf,46,True
ruf20-91-102.cnf,243,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,26,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,195,True
ruf20-91-102.cnf,144,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,73,True
ruf20-91-102.cnf,60,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,83,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,13,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,210,True
ruf20-91-102.cnf,89,True
ruf20-91-102.cnf,90,True
ruf20-91-102.cnf,119,True
ruf20-91-102.cnf,49,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,44,True
ruf20-91-102.cnf,13,True
ruf20-91-102.cnf,41,True
ruf20-91-102.cnf,213,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,39,True
ruf20-91-102.cnf,30,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,229,True
ruf20-91-102.cnf,185,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,153,True
ruf20-91-102.cnf,370,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,74,True
ruf20-91-102.cnf,109,True
ruf20-91-102.cnf,214,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,123,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,44,True
ruf20-91-102.cnf,141,True
ruf20-91-102.cnf,193,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,65,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,103,True
ruf20-91-102.cnf,30,True
ruf20-91-102.cnf,84,True
ruf20-91-102.cnf,51,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,201,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,61,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,53,True
ruf20-91-102.cnf,88,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,7,True
ruf20-91-102.cnf,216,True
ruf20-91-102.cnf,8,True
ruf20-91-102.cnf,78,True
ruf20-91-102.cnf,54,True
ruf20-91-102.cnf,168,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,80,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,352,True
ruf20-91-102.cnf,116,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,246,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,124,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,17,True
ruf20-91-102.cnf,38,True
ruf20-91-102.cnf,249,True
ruf20-91-102.cnf,112,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,66,True
ruf20-91-102.cnf,253,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,200,True
ruf20-91-102.cnf,81,True
ruf20-91-102.cnf,78,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,11,True
ruf20-91-102.cnf,134,True
ruf20-91-102.cnf,119,True
ruf20-91-102.cnf,211,True
ruf20-91-102.cnf,106,True
ruf20-91-102.cnf,163,True
ruf20-91-102.cnf,47,True
ruf20-91-102.cnf,150,True
ruf20-91-102.cnf,105,True
ruf20-91-102.cnf,183,True
ruf20-91-102.cnf,99,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,88,True
ruf20-91-102.cnf,149,True
ruf20-91-102.cnf,140,True
ruf20-91-102.cnf,265,True
ruf20-91-102.cnf,73,True
ruf20-91-102.cnf,24,True
ruf20-91-102.cnf,44,True
ruf20-91-102.cnf,282,True
ruf20-91-102.cnf,136,True
ruf20-91-102.cnf,142,True
ruf20-91-102.cnf,109,True
ruf20-91-102.cnf,87,True
ruf20-91-102.cnf,60,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,185,True
ruf20-91-102.cnf,10,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,82,True
ruf20-91-102.cnf,12,True
ruf20-91-102.cnf,136,True
ruf20-91-102.cnf,82,True
ruf20-91-102.cnf,113,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,84,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,255,True
ruf20-91-102.cnf,18,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,33,True
ruf20-91-102.cnf,49,True
ruf20-91-102.cnf,24,True
ruf20-91-102.cnf,137,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,91,True
ruf20-91-102.cnf,92,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,128,True
ruf20-91-102.cnf,186,True
ruf20-91-102.cnf,59,True
ruf20-91-102.cnf,75,True
ruf20-91-102.cnf,66,True
ruf20-91-102.cnf,114,True
ruf20-91-102.cnf,29,True
ruf20-91-102.cnf,7,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,156,True
ruf20-91-102.cnf,137,True
ruf20-91-102.cnf,136,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,102,True
ruf20-91-102.cnf,92,True
ruf20-91-102.cnf,22,True
ruf20-91-102.cnf,52,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,103,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,60,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,177,True
ruf20-91-102.cnf,95,True
ruf20-91-102.cnf,26,True
ruf20-91-102.cnf,119,True
ruf20-91-102.cnf,175,True
ruf20-91-102.cnf,124,True
ruf20-91-102.cnf,110,True
ruf20-91-102.cnf,58,True
ruf20-91-102.cnf,123,True
ruf20-91-102.cnf,106,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,256,True
ruf20-91-102.cnf,132,True
ruf20-91-102.cnf,61,True
ruf20-91-102.cnf,36,True
ruf20-91-102.cnf,70,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,48,True
ruf20-91-102.cnf,88,True
ruf20-91-102.cnf,60,True
ruf20-91-102.cnf,121,True
ruf20-91-102.cnf,20,True
ruf20-91-102.cnf,167,True
ruf20-91-102.cnf,57,True
ruf20-91-102.cnf,28,True
ruf20-91-102.cnf,105,True
ruf20-91-102.cnf,68,True
ruf20-91-102.cnf,56,True
ruf20-91-102.cnf,143,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,149,True
ruf20-91-102.cnf,52,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,29,True
ruf20-91-102.cnf,40,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,35,True
ruf20-91-102.cnf,25,True
ruf20-91-102.cnf,34,True
ruf20-91-102.cnf,134,True
ruf20-91-102.cnf,39,True
ruf20-91-102.cnf,24,True
ruf20-91-102.cnf,141,True
ruf20-91-102.cnf,187,True
ruf20-91-102.cnf,98,True
ruf20-91-102.cnf,94,True
ruf20-91-102.cnf,46,True
ruf20-91-102.cnf,356,True
ruf20-91-102.cnf,125,True
ruf20-91-102.cnf,31,True
ruf20-91-102.cnf,9,True
ruf20-91-102.cnf,100,True
ruf20-91-102.cnf,120,True
ruf20-91-102.cnf,8,True
ruf20-91-102.cnf,149,True
ruf20-91-102.cnf,32,True
ruf20-91-102.cnf,21,True
ruf20-91-102.cnf,158,True
ruf20-91-102.cnf,23,True
ruf20-91-102.cnf,85,True
ruf20-91-102.cnf,239,True
ruf20-91-102.cnf,45,True
ruf20-91-102.cnf,99,True
ruf20-91-102.cnf,69,True
ruf20-91-102.cnf,43,True
ruf20-91-102.cnf,50,True
ruf20-91-102.cnf,110,True
ruf20-91-102.cnf,127,True
ruf20-91-102.cnf,16,True
ruf20-91-102.cnf,19,True
ruf20-91-102.cnf,193,True
ruf20-91-102.cnf,27,True
ruf20-91-102.cnf,58,True
ruf20-91-102.cnf,64,True
ruf20-91-102.cnf,15,True
ruf20-91-102.cnf,153,True
ruf20-91-102.cnf,187,True
