instance,iterations,success
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,75,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,28,True
7uf20-1760-1.cnf,195,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,495,True
7uf20-1760-1.cnf,196,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,356,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,222,True
7uf20-1760-1.cnf,172,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,446,True
7uf20-1760-1.cnf,77,True
7uf20-1760-1.cnf,36,True
7uf20-1760-1.cnf,34,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,118,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,120,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,94,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,300,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,233,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,29,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,300,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,199,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,104,True
7uf20-1760-1.cnf,21,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,376,True
7uf20-1760-1.cnf,94,True
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
7uf20-1760-1.cnf,500,False
